rank,song,artist,image_url,spotify_id,streams_songs,weekly_gain_songs,year_songs,genre,language
144,Faded,Alan Walker ft. Iselin Solheim,https://i.scdn.co/image/ab67616d00004851a108e07c661f9fc54de9c43a,7vk5e3vY1uw9plTHJAMwjN,2353152575,768161,2015,Electronic,English
145,See You Again,Wiz Khalifa ft. Charlie Puth,https://i.scdn.co/image/ab67616d000048511908f5cdd0b32a17c1f1bcc9,137W8MRPWKqSmrBGDBFSop,2350138751,823889,2015,Hip-hop,English
146,I Took A Pill In Ibiza [Seeb Remix],Mike Posner ft. Seeb,https://i.scdn.co/image/ab67616d0000485132e4bffd94689ab199ecd1f0,2KsP6tYLJlTBvSUxnwlVWa,2349714991,962276,2015,Electronic,English
147,Kiss Me More,Doja Cat ft. SZA,https://i.scdn.co/image/ab67616d0000485114b7b2a920a41166d53ddd49,5cj0lLjcoR7YOSnhnX0Po5,2346218824,840734,2021,Pop,English
148,Me Rehúso,Danny Ocean,https://i.scdn.co/image/ab67616d00004851d8243a13e6f41310a5fa7b96,5H1nN1SzW0qNeUEZvuXjAj,2343481283,1344208,2016,Pop,Spanish
149,Apt.,Rosé & Bruno Mars,https://i.scdn.co/image/ab67616d000048515074bd0894cb1340b8d8a678,3eVa5w3URK5duf6eyVDbu9,2339305241,1758216,2024,Pop,English
150,Don't Let Me Down,The Chainsmokers ft. Daya,https://i.scdn.co/image/ab67616d000048517c3b8acbb943c8da17364f34,69GGBxA162lTqCwzJG5jLp,2338666637,1110657,2016,Electronic,English
151,Rolling In The Deep,Adele,https://i.scdn.co/image/ab67616d00004851164feb363334f93b6458d2a9,4dpARuHxo51G3z768sgnrY,2338563199,844474,2010,Soul / Motown R&B,English
152,I'm Good (Blue),David Guetta ft. Bebe Rexha,https://i.scdn.co/image/ab67616d000048518ad28ae6125295d497c4758b,1Cs0zKBU1kc0i8ypK3B9ai,2337071286,931364,2022,Electronic,English
153,The Less I Know The Better,Tame Impala,https://i.scdn.co/image/ab67616d000048519e1cfc756886ac782e363d79,5INjqkS1o8h1imAzPqGZBb,2334895509,1544216,2015,Alternative,English
154,The Box,Roddy Ricch,https://i.scdn.co/image/ab67616d00004851600adbc750285ea1a8da249f,757aE44tKEUQEqRuT6GnEB,2334831032,689133,2019,Hip-hop,English
155,The Nights,Avicii ft. Nicholas Furlong,https://i.scdn.co/image/ab67616d000048511ba6bf41aa88aee19f086e9d,1vCWHaC5f2uS3yhpwWbIA6,2331448652,825756,2014,Electronic,English
156,Maps,Maroon 5,https://i.scdn.co/image/ab67616d00004851442b53773d50e1b5369bb16c,04gDigrS5kc9YWfZHwBETP,2330447305,971705,2014,Pop,English
157,Moonlight,XXXTentacion,https://i.scdn.co/image/ab67616d00004851806c160566580d6335d1f16c,15UsOTVnJzReFVN1VCnxy4,2325832232,950688,2018,Hip-hop,English
158,Have You Ever Seen The Rain,Creedence Clearwater Revival,https://i.scdn.co/image/ab67616d0000485151f311c2fb06ad2789e3ff91,3IYUhFvPQItj6xySrBmZkd,2320852581,1374667,1970,Rock,English
159,Apocalypse,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000485112b69bf576f5e80291f75161,1QAJqy2dA3ihHBFIHRphZj,2320784470,1347967,2017,Alternative,English
160,Who,Jimin,https://i.scdn.co/image/ab67616d00004851f02c451189a709b9a952aaec,1oSPZhvZMIrWW5I41kPkkY,2318757958,1986228,2024,Pop,English
161,Congratulations,Post Malone ft. Quavo,https://i.scdn.co/image/ab67616d0000485155404f712deb84d0650a4b41,246dkjvS1zLTtiykXe5h60,2290422804,503711,2016,Hip-hop,English
162,Why'd You Only Call Me When You're High?,Arctic Monkeys,https://i.scdn.co/image/ab67616d000048514ae1c4c5c45aabe565499163,7Ln80lUS6He07XvHI8qqHH,2289088682,920049,2013,Rock,English
163,Heather,Conan Gray,https://i.scdn.co/image/ab67616d0000485188e3cda6d29b2552d4d6bc43,4Uc8Dsxct0oMqx0P6i60ea,2288436154,700669,2020,Pop,English
164,Industry Baby,Lil Nas X ft. Jack Harlow,https://i.scdn.co/image/ab67616d00004851f27e4bdc58ebe249a6b90da0,7jVv8c5Fj3E9VhNjxT4snq,2286595953,380090,2021,Hip-hop,English
165,Shut Up and Dance,Walk The Moon,https://i.scdn.co/image/ab67616d0000485143294cfa2688055c9d821bf3,6DIS6PRrLS3wbnZsf7vYic,2284730909,929258,2014,Rock,English
166,Radioactive,Imagine Dragons,https://i.scdn.co/image/ab67616d00004851407bd04707c463bbb3410737,53XhwfbYqKCa1cC15pYq2q,2277607285,648506,2012,Alternative,English
167,A Sky Full Of Stars,Coldplay,https://i.scdn.co/image/ab67616d00004851e5a95573f1b91234630fd2cf,4gzpq5DPGxSnKTe4SA8HAU,2275595561,1105224,2014,Electronic,English
168,I Love You So,The Walters,https://i.scdn.co/image/ab67616d00004851acf9c94f73fede70cca51d5e,027TpXKGwdXP7iwbjUSpV8,2273143632,1011627,2014,Alternative,English
169,Feel Good Inc.,Gorillaz ft. De La Soul,https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf,3AA28KZvwAUcZuOKwyblJQ,2267419302,1841221,2005,Alternative,English
170,Sugar,Maroon 5,https://i.scdn.co/image/ab67616d00004851442b53773d50e1b5369bb16c,04gDigrS5kc9YWfZHwBETP,2267350590,759045,2014,Pop,English
171,Set Fire To The Rain,Adele,https://i.scdn.co/image/ab67616d00004851164feb363334f93b6458d2a9,4dpARuHxo51G3z768sgnrY,2261048835,983871,2011,Pop,English
172,Dandelions,Ruth B.,https://i.scdn.co/image/ab67616d0000485197e971f3e53475091dc8d707,2WzaAvm2bBCf4pEhyuDgCY,2254704888,936752,2017,Pop,English
173,September,"Earth, Wind & Fire",https://i.scdn.co/image/ab67616d000048510faf2fc17446651865ce2282,4QQgXkCYTt3BlENzhyNETg,2247941007,933245,1978,Soul / Motown R&B,English
174,Traitor,Olivia Rodrigo,https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a,1McMsnEElThX1knmY4oliG,2245772238,1048018,2021,Pop,English
175,I Like Me Better,Lauv,https://i.scdn.co/image/ab67616d00004851bdea30b86b37142ec99deb78,5JZ7CnR6gTvEMKX4g70Amv,2240730098,697342,2017,Pop,English
176,I Ain't Worried,OneRepublic,https://i.scdn.co/image/ab67616d00004851d9b914089ee1525387783989,5Pwc4xIPtQLFEnJriah9YJ,2240423942,865264,2022,Pop,English
177,Summertime Sadness,Lana Del Rey,https://i.scdn.co/image/ab67616d00004851959280fee07d485cb5b56fe7,00FQb4jTyendYWaN8pK0wa,2236279584,1306005,2012,Alternative,English
178,Me Porto Bonito,Bad Bunny & Chencho Corleone,https://i.scdn.co/image/ab67616d0000485149d694203245f241a1bcaa72,4q3ewBCX7sLwd24euuV69X,2230525627,821921,2022,Reggaeton,Spanish
179,Highest In The Room,Travis Scott,https://i.scdn.co/image/ab67616d00004851cc7bfe087a97a09f54c92b28,0Y5tJX1MQlPlqiwlOH1tJY,2229952317,754762,2019,Hip-hop,English
180,Better Now,Post Malone,https://i.scdn.co/image/ab67616d00004851b1c4b76e23414c9f20242268,246dkjvS1zLTtiykXe5h60,2227032144,495969,2018,Pop,English
181,Dynamite,BTS,https://i.scdn.co/image/ab67616d00004851c07d5d2fdc02ae252fcd07e5,3Nrfpe0tUJi4K4DXYWgMUX,2226767603,789290,2020,Pop,English
182,Highway To Hell,AC/DC,https://i.scdn.co/image/ab67616d0000485151c02a77d09dfcd53c8676d0,711MCceyCBcFnzjGY4Q7Un,2224975148,1323915,1979,Hard Rock,English
183,Chandelier,Sia,https://i.scdn.co/image/ab67616d000048514f56312d0b6f47695685dc76,5WUlDfRSoLAfcVSX1WnrxN,2213318129,846342,2014,Pop,English
184,Last Christmas,Wham!,https://i.scdn.co/image/ab67616d00004851f2d2adaa21ad616df6241e7d,5lpH0xAS4fVfLkACg9DAuM,2212392260,136401,1984,Seasonal,English
185,A Thousand Years,Christina Perri,https://i.scdn.co/image/ab67616d000048513dea4a2ccd58ad1f8e4dbb03,7H55rcKCfwqkyDFH9wpKM6,2208314718,930531,2011,Pop,English
186,Titanium,David Guetta ft. Sia,https://i.scdn.co/image/ab67616d000048515c8cfe4b2c4aa89c9c92108e,1Cs0zKBU1kc0i8ypK3B9ai,2207703853,1133783,2011,Electronic,English
187,This Is What You Came For,Calvin Harris ft. Rihanna,https://i.scdn.co/image/ab67616d00004851d9aa52355e062f5de060adbf,7CajNmpbOovFoOoasH2HaY,2207683555,880769,2016,Electronic,English
188,Ride,Twenty One Pilots,https://i.scdn.co/image/ab67616d000048512df0d98a423025032d0db1f7,3YQKmKGau1PzlVlkL1iodx,2205646105,940978,2015,Alternative,English
189,Deja Vu,Olivia Rodrigo,https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a,1McMsnEElThX1knmY4oliG,2201900037,918938,2021,Alternative,English
190,Heathens,Twenty One Pilots,https://i.scdn.co/image/ab67616d000048512ca3ba8f334ca5a5f0312efb,3YQKmKGau1PzlVlkL1iodx,2193249411,745471,2016,Alternative,English
191,"Thank U, Next",Ariana Grande,https://i.scdn.co/image/ab67616d0000485156ac7b86e090f307e218e9c8,66CXWjxzNUsdJxJ2JdwvnR,2188002122,562924,2018,Pop,English
192,Ghost,Justin Bieber,https://i.scdn.co/image/ab67616d00004851e6f407c7f3a0ec98845e4431,1uNFoZAHBGtllmzznpCI3s,2187453862,911810,2021,Pop,English
193,Greedy,Tate McRae,https://i.scdn.co/image/ab67616d00004851c4258b134ff5756932f9c46f,45dkTj5sMRSjrmBSBeiHym,2184010523,923144,2023,Pop,English
194,Livin' On A Prayer,Bon Jovi,https://i.scdn.co/image/ab67616d000048511336b31b6a1799f0de5807ac,58lV9VcRSjABbAbfWS6skp,2178206321,1070381,1986,Hard Rock,English
195,Dusk Till Dawn,Zayn ft. Sia,https://i.scdn.co/image/ab67616d000048512898dd297362decb2ae8b6f4,5ZsFI1h6hIdQRw2ti0hz81,2174113237,795832,2017,Pop,English
196,I Feel It Coming,The Weeknd ft. Daft Punk,https://i.scdn.co/image/ab67616d000048514718e2b124f79258be7bc452,1Xyo4u8uXC1ZmMpatF05PJ,2163104341,750248,2016,Pop,English
197,Money Trees,Kendrick Lamar ft. Jay Rock,https://i.scdn.co/image/ab67616d00004851d28d2ebdedb220e479743797,2YZyLoL8N0Wb9xBt1NhZWg,2159958012,938561,2012,Hip-hop,English
198,Thunderstruck,AC/DC,https://i.scdn.co/image/ab67616d000048518399047ff71200928f5b6508,711MCceyCBcFnzjGY4Q7Un,2156137848,1189919,1990,Hard Rock,English
199,Umbrella,Rihanna ft. Jay-Z,https://i.scdn.co/image/ab67616d00004851f9f27162ab1ed45b8d7a7e98,5pKCCKE2ajJHZ9KAiaK11H,2153909837,1207770,2007,Pop,English
200,Passionfruit,Drake,https://i.scdn.co/image/ab67616d000048514f0fd9dad63977146e685700,3TVXtAsR1Inumwj472S9r4,2152548786,1217140,2017,Pop,English
201,Save Your Tears [Ariana Grande Remix],The Weeknd & Ariana Grande,https://i.scdn.co/image/ab67616d00004851ef017e899c0547766997d874,1Xyo4u8uXC1ZmMpatF05PJ,2148115302,1023416,2021,Pop,English
202,Montero (Call Me By Your Name),Lil Nas X,https://i.scdn.co/image/ab67616d00004851f27e4bdc58ebe249a6b90da0,7jVv8c5Fj3E9VhNjxT4snq,2146681296,296722,2021,Pop,English
203,Mood,24kGoldn ft. Iann Dior,https://i.scdn.co/image/ab67616d00004851b4141fad9af613c35f55d589,6fWVd57NKTalqvmjRd2t8Z,2145461442,350766,2020,Hip-hop,English
204,Let Me Down Slowly,Alec Benjamin,https://i.scdn.co/image/ab67616d00004851459d675aa0b6f3b211357370,5IH6FPUwQTxPSXurCrcIov,2144485604,546522,2018,Pop,English
205,Beggin',Måneskin,https://i.scdn.co/image/ab67616d00004851fa0ab3a28b5c52d8a5f97045,0lAWpj5szCSwM4rUMHYmrr,2141064590,911100,2017,Rock,English
206,Roses [Imanbek Remix],Saint Jhn ft. Imanbek,https://i.scdn.co/image/ab67616d00004851b340b496cb7c38d727ff40be,0H39MdGGX6dbnnQPt6NQkZ,2139696791,258283,2019,Electronic,English
207,Love The Way You Lie,Eminem ft. Rihanna,https://i.scdn.co/image/ab67616d000048511afee6fb3a4ca2f049dd69b5,7dGJo4pcD2V6oG8kP0tJRR,2138753022,1163675,2010,Hip-hop,English
208,Seven Nation Army,The White Stripes,https://i.scdn.co/image/ab67616d000048517028981d09d2e5833c9c78ad,4F84IBURUo98rz4r61KF70,2136438263,776890,2003,Rock,English
209,I Don't Care,Ed Sheeran & Justin Bieber,https://i.scdn.co/image/ab67616d00004851d154d078766c19a437520f15,1WsYCXdezMjn0KoIrLvMmC,2135420396,586413,2019,Pop,English
210,Hotel California,Eagles,https://i.scdn.co/image/ab67616d000048514637341b9f507521afa9a778,0ECwFtbIWEVNwjlrfc6xoL,2134491591,1097324,1976,Rock,English
211,Can't Feel My Face,The Weeknd,https://i.scdn.co/image/ab67616d000048517fcead687e99583072cc217b,1Xyo4u8uXC1ZmMpatF05PJ,2132923712,632930,2015,Pop,English
212,Lush Life,Zara Larsson,https://i.scdn.co/image/ab67616d00004851ced17f2d58c95876c9bb0e7f,1Xylc3o4UrD53lo9CvFvVg,2129674783,3355488,2015,Pop,English
213,Ocean Eyes,Billie Eilish,https://i.scdn.co/image/ab67616d00004851a9f6c04ba168640b48aa5795,6qqNVTkY8uBg9cP3Jd7DAH,2127210367,1046851,2015,Alternative,English
214,Cheerleader [Felix Jaehn Remix],Omi ft. Felix Jaehn,https://i.scdn.co/image/ab67616d000048511c61cec78c70409b783d1480,5MouCg6ta7zAxsfMEbc1uh,2126004354,964980,2014,Electronic,English
215,Be Alright,Dean Lewis,https://i.scdn.co/image/ab67616d00004851a787f718fb485b66d6219247,3QSQFmccmX81fWCUSPTS7y,2125479633,459229,2018,Pop,English
216,Party In The U.S.A.,Miley Cyrus,https://i.scdn.co/image/ab67616d000048514ea6653890e297d53e93e3e0,5YGY8feqx7naU7z4HrwZM6,2119994686,919016,2009,Pop,English
217,Youngblood,5 Seconds Of Summer,https://i.scdn.co/image/ab67616d0000485141aa6776dc15fbd71a2b4557,5Rl15oVamLq7FbSb0NNBNy,2119311705,493729,2018,Rock,English
218,Bad Habits,Ed Sheeran,https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2,6eUKZXaKkcviH0Ku9w2n3V,2113203655,652478,2021,Pop,English
219,Under Pressure,Queen & David Bowie,https://i.scdn.co/image/ab67616d000048513d0b47da511d49507f4fe587,1dfeR4HaWDbWqFHLkxsg1d,2111256811,849882,1981,Rock,English
220,Fuck Love,XXXTentacion & Trippie Redd,https://i.scdn.co/image/ab67616d00004851203c89bd4391468eea4cc3f5,15UsOTVnJzReFVN1VCnxy4,2104553215,576559,2017,Hip-hop,English
221,Love On The Brain,Rihanna,https://i.scdn.co/image/ab67616d000048516be9bac15995f089579074de,5pKCCKE2ajJHZ9KAiaK11H,2104525990,1435047,2016,Soul / Motown R&B,English
222,Cheap Thrills,Sia,https://i.scdn.co/image/ab67616d0000485149e0134c686547c28b7c999f,5WUlDfRSoLAfcVSX1WnrxN,2102311067,544208,2015,Pop,English
223,Back In Black,AC/DC,https://i.scdn.co/image/ab67616d000048510b51f8d91f3a21e8426361ae,711MCceyCBcFnzjGY4Q7Un,2099682246,1037129,1980,Hard Rock,English
224,Earned It,The Weeknd,https://i.scdn.co/image/ab67616d000048517fcead687e99583072cc217b,1Xyo4u8uXC1ZmMpatF05PJ,2098293353,653903,2014,R&B,English
225,All Girls Are The Same,Juice Wrld,https://i.scdn.co/image/ab67616d00004851f7db43292a6a99b21b51d5b4,4MCBfE4596Uoi2O4DtmEMz,2095843570,597782,2018,Hip-hop,English
226,Pink + White,Frank Ocean,https://i.scdn.co/image/ab67616d00004851c5649add07ed3720be9d5526,2h93pZq0e7k5yf4dywlkpM,2095627770,1004315,2016,R&B,English
227,Woman,Doja Cat,https://i.scdn.co/image/ab67616d0000485114b7b2a920a41166d53ddd49,5cj0lLjcoR7YOSnhnX0Po5,2095307216,752088,2021,Pop,English
228,Despacito,Luis Fonsi ft. Daddy Yankee,https://i.scdn.co/image/ab67616d00004851ef0d4234e1a645740f77d59c,4V8Sr092TqfHkfAA5fXXqG,2090721366,622023,2017,Reggaeton,Spanish
229,I Don't Wanna Live Forever,Zayn & Taylor Swift,https://i.scdn.co/image/ab67616d000048515997605214d568d73fd365c2,5ZsFI1h6hIdQRw2ti0hz81,2090543771,737197,2016,Pop,English
230,Moves Like Jagger,Maroon 5 ft. Christina Aguilera,https://i.scdn.co/image/ab67616d00004851fa3a65f3cc278be4fb98e1b2,04gDigrS5kc9YWfZHwBETP,2075495046,1075211,2011,Pop,English
231,Everything I Wanted,Billie Eilish,https://i.scdn.co/image/ab67616d00004851f2248cf6dad1d6c062587249,6qqNVTkY8uBg9cP3Jd7DAH,2073978356,618912,2019,Alternative,English
232,Poker Face,Lady Gaga,https://i.scdn.co/image/ab67616d00004851613aaa3ae566d9f36008aed0,1HY2Jd0NmPuamShAr6KMms,2070470785,1336269,2008,Pop,English
233,Timber,Pitbull ft. Kesha,https://i.scdn.co/image/ab67616d00004851f2486b438645e97b523e4f90,0TnOYISbd1XYRBk9myaseg,2069511659,1060755,2013,Electronic,English
234,Sign Of The Times,Harry Styles,https://i.scdn.co/image/ab67616d000048516c619c39c853f8b1d67b7859,6KImCVD70vtIoJWnq6nGn3,2068502270,1316686,2017,Rock,English
235,Eastside,"Benny Blanco, Halsey & Khalid",https://i.scdn.co/image/ab67616d00004851693dbf001d5b2d06ad9e5f4d,5CiGnKThu5ctn9pBxv7DGa,2066974299,468326,2018,Pop,English
236,In Da Club,50 Cent,https://i.scdn.co/image/ab67616d00004851d843fabb75fef14010e30cae,3q7HBObVc0L8jNeTe5Gofh,2061705337,1038616,2003,Hip-hop,English
237,Fix You,Coldplay,https://i.scdn.co/image/ab67616d000048514e0362c225863f6ae2432651,4gzpq5DPGxSnKTe4SA8HAU,2060088376,871014,2005,Rock,English
238,Best Part,Daniel Caesar ft. H.E.R.,https://i.scdn.co/image/ab67616d000048513138f891f3075c9c5d944037,20wkVLutqVOYrc0kxFs7rA,2055786638,887740,2017,R&B,English
239,Daddy Issues,The Neighbourhood,https://i.scdn.co/image/ab67616d000048513066581d697fbdee4303d685,77SW9BnxLY8rJ0RciFqkHh,2054069162,796676,2015,Alternative,English
240,Tití Me Preguntó,Bad Bunny,https://i.scdn.co/image/ab67616d0000485149d694203245f241a1bcaa72,4q3ewBCX7sLwd24euuV69X,2053452729,3242101,2022,Reggaeton,Spanish
241,Rude,Magic!,https://i.scdn.co/image/ab67616d0000485104cbccec7dcb8f6d2d6bf99d,0DxeaLnv6SyYk2DOqkLO8c,2053125640,953462,2013,Reggae / Dancehall,English
242,Sex On Fire,Kings Of Leon,https://i.scdn.co/image/ab67616d000048512519d01c0cca06f134eeadd8,2qk9voo8llSGYcZ6xrBzKx,2052923227,1282905,2008,Rock,English
243,What Do You Mean?,Justin Bieber,https://i.scdn.co/image/ab67616d00004851f46b9d202509a8f7384b90de,1uNFoZAHBGtllmzznpCI3s,2043739915,854727,2015,Pop,English
244,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,https://i.scdn.co/image/ab67616d00004851946f1ea32cc7681e7a86e9ca,716NhGYqD1jl2wI1Qkgq36,2043530687,531265,2022,Electronic,Spanish
245,Talking To The Moon,Bruno Mars,https://i.scdn.co/image/ab67616d00004851f60070dce96a2c1b70cf6ff0,0du5cEVh5yTK9QJze8zA0C,2034933490,1177526,2010,Pop,English
246,I Gotta Feeling,Black Eyed Peas,https://i.scdn.co/image/ab67616d000048510bd44f5ff9ecc99f7770acc5,1yxSLGMDHlW21z4YXirZDS,2031618123,1127278,2009,Pop,English
247,Adore You,Harry Styles,https://i.scdn.co/image/ab67616d0000485125180571abce9472f61bd722,6KImCVD70vtIoJWnq6nGn3,2030097337,1066652,2019,Pop,English
248,Sweet But Psycho,Ava Max,https://i.scdn.co/image/ab67616d000048519a95e89d24214b94de36ccf7,4npEfmQ6YuiwW1GpUmaq3F,2028704969,705827,2018,Pop,English
249,Mask Off,Future,https://i.scdn.co/image/ab67616d00004851e0b64c8be3c4e804abcb2696,1RyvyyTE3xzB2ZywiAwp0i,2027888816,649928,2017,Hip-hop,English
250,Sure Thing,Miguel,https://i.scdn.co/image/ab67616d00004851d5a8395b0d80b8c48a5d851c,360IAlyVv4PCEVjgyMZrxK,2026965064,1113925,2010,R&B,English
251,"Good Luck, Babe!",Chappell Roan,https://i.scdn.co/image/ab67616d0000485191b4bc7c88d91a42e0f3a8b7,7GlBOeep6PqTfFi59PTUUN,2025633612,1554172,2024,Pop,English
252,One Last Time,Ariana Grande,https://i.scdn.co/image/ab67616d000048519e730d8fbd256885242f1e96,66CXWjxzNUsdJxJ2JdwvnR,2025462378,880504,2014,Electronic,English
253,Young And Beautiful,Lana Del Rey,https://i.scdn.co/image/ab67616d0000485174160d1c9ec851f7c4acaef1,00FQb4jTyendYWaN8pK0wa,2022787093,1343149,2013,Alternative,English
254,Can't Stop The Feeling!,Justin Timberlake,https://i.scdn.co/image/ab67616d00004851d965d29d7dcf46ade5a8a7e4,31TPClRtHm23RisEBtV3X7,2021559315,442902,2016,Pop,English
255,Enter Sandman,Metallica,https://i.scdn.co/image/ab67616d00004851167cb6a039a78b7804f33426,2ye2Wgw4gimLv2eAKyk1NB,2020457567,1227137,1991,Metal,English
256,"Hey, Soul Sister",Train,https://i.scdn.co/image/ab67616d000048516ff8bc258e3ebc835ffe14ca,3FUY2gzHeIiaesXtOAdB7A,2015829499,612667,2009,Pop,English
257,Summer,Calvin Harris,https://i.scdn.co/image/ab67616d000048518fba5806a323efd272677c4d,7CajNmpbOovFoOoasH2HaY,2014291830,1007889,2014,Electronic,English
258,I Want It That Way,Backstreet Boys,https://i.scdn.co/image/ab67616d000048512160c02bc56f192df0f4986b,5rSXSAkZ67PYJSvpUpkOr7,2012938847,945937,1999,Pop,English
259,Shivers,Ed Sheeran,https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2,6eUKZXaKkcviH0Ku9w2n3V,2007615131,562608,2021,Pop,English
260,Death Bed (Coffee For Your Head),Powfu ft. Beabadoobee,https://i.scdn.co/image/ab67616d000048519549aab58d86eb39fe930f43,6bmlMHgSheBauioMgKv2tn,1999647985,514330,2019,Hip-hop,English
261,She Will Be Loved,Maroon 5,https://i.scdn.co/image/ab67616d0000485117b3850d758fff5a2301e537,04gDigrS5kc9YWfZHwBETP,1995902153,927738,2002,Rock,English
262,Lover,Taylor Swift,https://i.scdn.co/image/ab67616d00004851e787cffec20aa2a396a61647,06HL4z0CvFAxyc27GXpf02,1993246352,722151,2019,Pop,English
263,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer",https://i.scdn.co/image/ab67616d000048511dc7483a9fcfce54822a2f19,0TnOYISbd1XYRBk9myaseg,1993096447,1586773,2011,Pop,English
264,Pompeii,Bastille,https://i.scdn.co/image/ab67616d00004851faee7306ec2f36aeccc4bc98,7EQ0qTo7fWT7DPxmxtSYEc,1992511843,653355,2013,Alternative,English
265,Cake By The Ocean,DNCE,https://i.scdn.co/image/ab67616d000048518d0a75346badc30c8b845be9,6T5tfhQCknKG4UnH90qGnz,1985715986,645313,2015,Pop,English
266,Gata Only,FloyyMenor & Cris MJ,https://i.scdn.co/image/ab67616d00004851200e2b6526846c59789c92e6,7CvTknweLr9feJtRGrpDBy,1982574959,1169126,2024,Reggaeton,Spanish
267,Anti-Hero,Taylor Swift,https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5,06HL4z0CvFAxyc27GXpf02,1977876541,455295,2022,Pop,English
268,Redbone,Childish Gambino,https://i.scdn.co/image/ab67616d000048517582716b3666a5235d5af4ea,73sIBHcqh3Z3NyqHKZ7FOL,1966482318,649084,2016,Soul / Motown R&B,English
269,Dark Red,Steve Lacy,https://i.scdn.co/image/ab67616d000048514a6f514da7ab2b81a6f97e72,57vWImR43h4CaDao012Ofp,1964876875,870084,2017,Soul / Motown R&B,English
270,You Broke Me First,Tate McRae,https://i.scdn.co/image/ab67616d000048517e2764c2192137c81a9e2cab,45dkTj5sMRSjrmBSBeiHym,1963933977,551077,2020,Pop,English
271,Yeah!,Usher ft. Lil Jon & Ludacris,https://i.scdn.co/image/ab67616d00004851365b3fb800c19f7ff72602da,23zg3TcAtWQy7J6upgbUnj,1960314639,1235775,2004,R&B,English
272,Sparks,Coldplay,https://i.scdn.co/image/ab67616d000048519164bafe9aaa168d93f4816a,4gzpq5DPGxSnKTe4SA8HAU,1957847305,1724591,2000,Alternative,English
273,Come As You Are,Nirvana,https://i.scdn.co/image/ab67616d00004851fbc71c99f9c1296c56dd51b6,6olE6TJLqED3rqDCT0FyPh,1956656216,1428235,1991,Rock,English
274,Enemy,Imagine Dragons & JID,https://i.scdn.co/image/ab67616d00004851fc915b69600dce2991a61f13,53XhwfbYqKCa1cC15pYq2q,1955506591,551440,2021,Alternative,English
275,Call Me Maybe,Carly Rae Jepsen,https://i.scdn.co/image/ab67616d00004851d3ee4bf67c2ac2154006ad72,6sFIWsNpZYqfjUpaCgueju,1940351470,985532,2011,Pop,English
276,Chop Suey!,System Of A Down,https://i.scdn.co/image/ab67616d0000485107bc7d2a745636c356b4d0aa,5eAWCfyUhZtHHtBdNk56l1,1938505008,1123053,2001,Metal,English
277,Californication,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000485194d08ab63e57b0cae74e8595,0L8ExT028jH3ddEcZwqJJ5,1938028944,1066182,1999,Rock,English
278,Losing My Religion,R.E.M.,https://i.scdn.co/image/ab67616d00004851e2dd4e821bcc3f70dc0c8ffd,4KWTAlx2RvbpseOGMEmROg,1937555622,1064387,1991,Alternative,English
279,Halo,Beyoncé,https://i.scdn.co/image/ab67616d00004851b4c5982e1b92f97a126fc18c,6vWDO969PvNqNYHIOW5v0m,1933050816,607480,2008,Pop,English
280,Ric Flair Drip,Offset & Metro Boomin,https://i.scdn.co/image/ab67616d000048510db43130a9aaa7bae56967ed,4DdkRBBYG6Yk9Ka8tdJ9BW,1931596019,531963,2017,Hip-hop,English
281,Wildflower,Billie Eilish,https://i.scdn.co/image/ab67616d0000485171d62ea7ea8a5be92d3c1f62,6qqNVTkY8uBg9cP3Jd7DAH,1929169630,2210244,2024,Alternative,English
282,Hall Of Fame,The Script,https://i.scdn.co/image/ab67616d000048512e3049fef96abebf336b7366,3AQRLZ9PuTAozP28Skbq8V,1927260153,692586,2012,Pop,English
